Date,Price
29/04/19,354.35
28/04/19,354.32
24/04/19,354.04
23/04/19,353.32
22/04/19,353.14
21/04/19,352.58
18/04/19,352.21
17/04/19,351.83
16/04/19,352.15
15/04/19,350.54
14/04/19,349.83
11/04/19,350.5
10/04/19,350.2
08/04/19,348.89
07/04/19,348.11
04/04/19,348.06
03/04/19,348.33
02/04/19,348.83
01/04/19,349.93
31/03/19,351.31
28/03/19,351.6
27/03/19,352.01
26/03/19,350.95
25/03/19,350.72
24/03/19,351.79
20/03/19,349.82
19/03/19,349.12
18/03/19,348.98
17/03/19,348.98
14/03/19,347.96
13/03/19,347.85
12/03/19,347.42
11/03/19,347.06
10/03/19,347.17
07/03/19,347.2
06/03/19,346.09
05/03/19,345.68
04/03/19,346.06
03/03/19,345.86
28/02/19,346.82
27/02/19,346.29
26/02/19,346.21
25/02/19,345.79
24/02/19,345.99
21/02/19,345.87
20/02/19,346.64
19/02/19,346.98
18/02/19,346.95
17/02/19,346.21
14/02/19,345.26
13/02/19,344.23
12/02/19,343.98
11/02/19,344.37
10/02/19,344.89
07/02/19,344.78
06/02/19,344.25
05/02/19,343.93
04/02/19,343.37
03/02/19,344.03
31/01/19,344.38
30/01/19,343.3
29/01/19,343.08
28/01/19,342.85
27/01/19,342.74
24/01/19,342.19
23/01/19,341.76
22/01/19,341.44
21/01/19,341.6
20/01/19,342.23
17/01/19,342.65
16/01/19,342.48
15/01/19,342.29
14/01/19,341.67
13/01/19,340.91
10/01/19,340.79
09/01/19,340.26
08/01/19,340.43
07/01/19,339.8
06/01/19,339.3
03/01/19,339.76
02/01/19,339.42
01/01/19,339.65
31/12/18,339.43
30/12/18,339.58
27/12/18,339.11
26/12/18,339.07
25/12/18,338.34
24/12/18,338.53
23/12/18,338.07
20/12/18,339.14
19/12/18,338.93
18/12/18,339.03
17/12/18,339.14
16/12/18,339.5
13/12/18,339.83
12/12/18,339.61
11/12/18,339.24
10/12/18,339.08
09/12/18,339.16
06/12/18,339.3
05/12/18,339.23
04/12/18,338.97
03/12/18,338.87
02/12/18,338.73
29/11/18,338.6
28/11/18,338.21
27/11/18,337.73
26/11/18,339.02
25/11/18,340.2
22/11/18,340.65
21/11/18,341.1
20/11/18,340.52
19/11/18,340.6
18/11/18,340.87
15/11/18,340.68
14/11/18,340.15
13/11/18,340.16
12/11/18,339.83
11/11/18,339.62
08/11/18,339.84
07/11/18,340.12
06/11/18,340.45
05/11/18,340.98
04/11/18,340.13
01/11/18,341.29
31/10/18,341.45
29/10/18,341.98
28/10/18,342.45
25/10/18,342.71
24/10/18,343.22
23/10/18,343.45
22/10/18,343.14
21/10/18,343.6
18/10/18,344.09
17/10/18,344.26
16/10/18,343.87
15/10/18,343.74
14/10/18,343.39
11/10/18,343.75
10/10/18,343.83
09/10/18,344.37
08/10/18,344.44
07/10/18,343.56
04/10/18,344.26
03/10/18,345.19
02/10/18,345.17
27/09/18,345.09
26/09/18,344.61
25/09/18,343.87
20/09/18,343.84
17/09/18,344.06
16/09/18,343.72
13/09/18,343.71
12/09/18,343.26
06/09/18,343.78
05/09/18,343.8
04/09/18,344.65
03/09/18,345.46
02/09/18,345.32
30/08/18,346.1
29/08/18,347.18
28/08/18,347.39
27/08/18,347.56
26/08/18,347.37
23/08/18,347.08
22/08/18,347.31
21/08/18,347.44
20/08/18,347.75
19/08/18,347.77
16/08/18,346.96
15/08/18,346.64
14/08/18,346.13
13/08/18,346.28
12/08/18,346.97
09/08/18,346.4
08/08/18,346.18
07/08/18,345.97
06/08/18,345.76
05/08/18,345.9
02/08/18,344.91
01/08/18,344.61
31/07/18,345.04
30/07/18,345.05
29/07/18,345.25
26/07/18,345.4
25/07/18,345.22
24/07/18,344.63
23/07/18,344.4
19/07/18,344.8
18/07/18,345.17
17/07/18,344.98
16/07/18,344.7
15/07/18,344.22
12/07/18,343.5
11/07/18,343.67
10/07/18,343.29
09/07/18,342.32
08/07/18,341.24
05/07/18,341.27
04/07/18,341.6
03/07/18,342.03
02/07/18,342.3
01/07/18,343.42
28/06/18,343.6
27/06/18,343.78
26/06/18,344.12
25/06/18,344.97
24/06/18,345.26
21/06/18,345.29
20/06/18,345.12
19/06/18,345.07
18/06/18,345.16
17/06/18,345.08
14/06/18,345.06
13/06/18,344.63
12/06/18,344.39
11/06/18,344.68
10/06/18,344.77
07/06/18,344.47
06/06/18,344.76
05/06/18,345.02
04/06/18,344.81
03/06/18,345.13
31/05/18,345.47
30/05/18,344.95
29/05/18,344.79
28/05/18,344.8
27/05/18,344.97
24/05/18,344.29
23/05/18,343.93
22/05/18,344
21/05/18,344.04
